"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"860Z200US72023","ZCTA5 72023","13854","529","10203","544","3651","453",
"860Z200US72024","ZCTA5 72024","1564","260","1329","264","235","80",
"860Z200US72025","ZCTA5 72025","314","95","259","89","55","32",
"860Z200US72026","ZCTA5 72026","100","46","99","47","1","2",
"860Z200US72027","ZCTA5 72027","508","156","398","135","110","78",
"860Z200US72028","ZCTA5 72028","6","9","6","9","0","13",
"860Z200US72029","ZCTA5 72029","648","96","420","73","228","64",
"860Z200US72030","ZCTA5 72030","205","83","111","54","94","78",
"860Z200US72031","ZCTA5 72031","2822","218","2056","211","766","206",
"860Z200US72032","ZCTA5 72032","13378","520","8208","460","5170","437",
"860Z200US72034","ZCTA5 72034","20944","620","9784","590","11160","708",
"860Z200US72035","ZCTA5 72035","0","13","0","13","0","13",
"860Z200US72036","ZCTA5 72036","282","72","150","61","132","47",
"860Z200US72038","ZCTA5 72038","44","46","44","46","0","13",
"860Z200US72039","ZCTA5 72039","793","147","656","145","137","77",
"860Z200US72040","ZCTA5 72040","1026","134","658","123","368","126",
"860Z200US72041","ZCTA5 72041","520","114","405","104","115","57",
"860Z200US72042","ZCTA5 72042","1967","204","1433","202","534","142",
"860Z200US72044","ZCTA5 72044","486","105","423","102","63","52",
"860Z200US72045","ZCTA5 72045","434","176","392","178","42","33",
"860Z200US72046","ZCTA5 72046","1694","194","1096","181","598","137",
"860Z200US72047","ZCTA5 72047","338","94","303","90","35","25",
"860Z200US72048","ZCTA5 72048","28","21","28","21","0","13",
"860Z200US72051","ZCTA5 72051","174","70","134","57","40","43",
"860Z200US72052","ZCTA5 72052","43","22","34","16","9","14",
"860Z200US72053","ZCTA5 72053","0","13","0","13","0","13",
"860Z200US72055","ZCTA5 72055","245","69","196","65","49","31",
"860Z200US72057","ZCTA5 72057","495","216","484","219","11","20",
"860Z200US72058","ZCTA5 72058","6488","366","5213","376","1275","265",
"860Z200US72059","ZCTA5 72059","11","18","11","18","0","13",
"860Z200US72060","ZCTA5 72060","274","86","229","84","45","28",
"860Z200US72061","ZCTA5 72061","79","52","79","52","0","13",
"860Z200US72063","ZCTA5 72063","621","159","563","150","58","54",
"860Z200US72064","ZCTA5 72064","1031","137","817","109","214","88",
"860Z200US72065","ZCTA5 72065","2064","235","1576","256","488","163",
"860Z200US72066","ZCTA5 72066","81","70","72","68","9","14",
"860Z200US72067","ZCTA5 72067","1216","168","997","156","219","88",
"860Z200US72068","ZCTA5 72068","249","91","141","56","108","72",
"860Z200US72069","ZCTA5 72069","438","82","332","69","106","49",
"860Z200US72070","ZCTA5 72070","671","181","497","137","174","100",
"860Z200US72072","ZCTA5 72072","149","49","124","45","25","17",
"860Z200US72073","ZCTA5 72073","313","67","234","61","79","32",
"860Z200US72074","ZCTA5 72074","42","25","32","24","10","13",
"860Z200US72075","ZCTA5 72075","9","16","0","13","9","16",
"860Z200US72076","ZCTA5 72076","15592","735","8393","715","7199","677",
"860Z200US72079","ZCTA5 72079","134","82","122","79","12","18",
"860Z200US72080","ZCTA5 72080","239","111","234","111","5","9",
"860Z200US72081","ZCTA5 72081","2633","298","1877","256","756","218",
"860Z200US72082","ZCTA5 72082","741","151","292","88","449","128",
"860Z200US72083","ZCTA5 72083","119","52","56","36","63","37",
"860Z200US72084","ZCTA5 72084","338","89","270","82","68","39",
"860Z200US72085","ZCTA5 72085","88","37","58","27","30","23",
"860Z200US72086","ZCTA5 72086","4563","309","3559","315","1004","212",
"860Z200US72087","ZCTA5 72087","704","254","667","253","37","35",
"860Z200US72088","ZCTA5 72088","1413","195","1231","181","182","80",
"860Z200US72099","ZCTA5 72099","0","13","0","13","0","13",
"860Z200US72101","ZCTA5 72101","1335","114","899","104","436","95",
"860Z200US72102","ZCTA5 72102","1158","274","972","258","186","77",
"860Z200US72103","ZCTA5 72103","5618","552","4503","562","1115","347",
"860Z200US72104","ZCTA5 72104","8211","384","5911","441","2300","379",
"860Z200US72106","ZCTA5 72106","2201","301","1807","293","394","139",
"860Z200US72107","ZCTA5 72107","44","33","44","33","0","13",
"860Z200US72108","ZCTA5 72108","0","13","0","13","0","13",
"860Z200US72110","ZCTA5 72110","4303","310","2636","319","1667","293",
"860Z200US72111","ZCTA5 72111","495","159","407","161","88","51",
"860Z200US72112","ZCTA5 72112","3854","245","2283","232","1571","241",
"860Z200US72113","ZCTA5 72113","11583","775","6501","512","5082","663",
"860Z200US72114","ZCTA5 72114","5322","509","1500","337","3822","458",
"860Z200US72116","ZCTA5 72116","10031","703","6469","600","3562","399",
"860Z200US72117","ZCTA5 72117","5753","627","3854","447","1899","575",
"860Z200US72118","ZCTA5 72118","9680","596","5112","578","4568","559",
"860Z200US72119","ZCTA5 72119","0","13","0","13","0","13",
"860Z200US72120","ZCTA5 72120","14157","687","10095","671","4062","612",
"860Z200US72121","ZCTA5 72121","1097","241","860","229","237","99",
"860Z200US72122","ZCTA5 72122","523","172","418","155","105","71",
"860Z200US72123","ZCTA5 72123","119","39","83","29","36","22",
"860Z200US72125","ZCTA5 72125","336","86","268","80","68","34",
"860Z200US72126","ZCTA5 72126","1307","190","1012","157","295","89",
"860Z200US72127","ZCTA5 72127","1172","175","937","166","235","83",
"860Z200US72128","ZCTA5 72128","267","54","199","51","68","30",
"860Z200US72129","ZCTA5 72129","539","101","485","98","54","32",
"860Z200US72130","ZCTA5 72130","108","57","108","57","0","13",
"860Z200US72131","ZCTA5 72131","1745","261","1438","251","307","88",
"860Z200US72132","ZCTA5 72132","1273","208","1081","219","192","79",
"860Z200US72133","ZCTA5 72133","0","13","0","13","0","13",
"860Z200US72134","ZCTA5 72134","202","76","133","52","69","55",
"860Z200US72135","ZCTA5 72135","1394","272","1286","266","108","89",
"860Z200US72136","ZCTA5 72136","768","187","613","163","155","132",
"860Z200US72137","ZCTA5 72137","826","203","642","166","184","104",
"860Z200US72139","ZCTA5 72139","111","36","47","25","64","25",
"860Z200US72140","ZCTA5 72140","104","45","83","38","21","23",
"860Z200US72141","ZCTA5 72141","221","89","146","58","75","80",
"860Z200US72142","ZCTA5 72142","922","192","883","189","39","31",
"860Z200US72143","ZCTA5 72143","13053","525","8351","501","4702","433",
"860Z200US72150","ZCTA5 72150","4800","320","3654","325","1146","233",
"860Z200US72152","ZCTA5 72152","166","77","95","54","71","49",
"860Z200US72153","ZCTA5 72153","1510","254","1337","265","173","89",
"860Z200US72156","ZCTA5 72156","348","147","324","146","24","17",
"860Z200US72157","ZCTA5 72157","559","149","489","133","70","58",
"860Z200US72160","ZCTA5 72160","3521","266","2089","216","1432","205",
"860Z200US72165","ZCTA5 72165","22","34","22","34","0","13",
"860Z200US72166","ZCTA5 72166","81","37","77","34","4","7",
"860Z200US72167","ZCTA5 72167","507","140","477","138","30","25",
"860Z200US72168","ZCTA5 72168","112","59","87","54","25","27",
"860Z200US72169","ZCTA5 72169","34","16","27","16","7","10",
"860Z200US72170","ZCTA5 72170","92","40","85","40","7","11",
"860Z200US72173","ZCTA5 72173","3730","331","3258","312","472","174",
"860Z200US72175","ZCTA5 72175","115","65","59","35","56","55",
"860Z200US72176","ZCTA5 72176","3099","315","2152","324","947","223",
"860Z200US72178","ZCTA5 72178","19","15","19","15","0","13",
"860Z200US72179","ZCTA5 72179","146","44","115","47","31","34",
"860Z200US72180","ZCTA5 72180","19","24","19","24","0","13",
"860Z200US72181","ZCTA5 72181","29","21","29","21","0","13",
"860Z200US72182","ZCTA5 72182","36","33","18","21","18","25",
"860Z200US72183","ZCTA5 72183","0","13","0","13","0","13",
"860Z200US72199","ZCTA5 72199","16","27","16","27","0","13",
"860Z200US72201","ZCTA5 72201","464","178","141","65","323","176",
"860Z200US72202","ZCTA5 72202","5662","602","1569","263","4093","521",
"860Z200US72204","ZCTA5 72204","12423","741","6711","613","5712","662",
"860Z200US72205","ZCTA5 72205","10473","695","5390","431","5083","625",
"860Z200US72206","ZCTA5 72206","8197","591","5692","516","2505","400",
"860Z200US72207","ZCTA5 72207","5022","485","3635","450","1387","288",
"860Z200US72209","ZCTA5 72209","12180","800","5232","605","6948","836",
"860Z200US72210","ZCTA5 72210","6350","397","3888","372","2462","394",
"860Z200US72211","ZCTA5 72211","10841","799","5657","488","5184","651",
"860Z200US72212","ZCTA5 72212","5344","507","4656","464","688","201",
"860Z200US72223","ZCTA5 72223","11104","673","6702","548","4402","560",
"860Z200US72227","ZCTA5 72227","4939","434","3137","387","1802","426",
"860Z200US72301","ZCTA5 72301","9579","357","4345","300","5234","384",
"860Z200US72311","ZCTA5 72311","28","15","18","14","10","9",
"860Z200US72313","ZCTA5 72313","0","13","0","13","0","13",
"860Z200US72315","ZCTA5 72315","7977","346","4847","368","3130","349",
"860Z200US72320","ZCTA5 72320","30","33","30","33","0","13",
"860Z200US72322","ZCTA5 72322","32","19","24","17","8","9",
"860Z200US72324","ZCTA5 72324","837","147","511","119","326","113",
"860Z200US72325","ZCTA5 72325","1","2","1","2","0","13",
"860Z200US72326","ZCTA5 72326","845","184","580","155","265","91",
"860Z200US72327","ZCTA5 72327","481","76","375","73","106","41",
"860Z200US72328","ZCTA5 72328","26","33","26","33","0","13",
"860Z200US72329","ZCTA5 72329","0","13","0","13","0","13",
"860Z200US72330","ZCTA5 72330","151","57","112","47","39","27",
"860Z200US72331","ZCTA5 72331","792","142","391","89","401","121",
"860Z200US72332","ZCTA5 72332","37","29","4","5","33","28",
"860Z200US72333","ZCTA5 72333","145","64","97","55","48","35",
"860Z200US72335","ZCTA5 72335","5360","344","2563","265","2797","317",
"860Z200US72338","ZCTA5 72338","2","4","0","13","2","4",
"860Z200US72339","ZCTA5 72339","74","60","68","59","6","8",
"860Z200US72340","ZCTA5 72340","21","19","21","19","0","13",
"860Z200US72341","ZCTA5 72341","94","58","45","26","49","56",
"860Z200US72342","ZCTA5 72342","1633","242","607","156","1026","224",
"860Z200US72346","ZCTA5 72346","192","81","167","69","25","46",
"860Z200US72347","ZCTA5 72347","324","96","198","89","126","52",
"860Z200US72348","ZCTA5 72348","987","180","683","167","304","82",
"860Z200US72350","ZCTA5 72350","430","87","275","61","155","65",
"860Z200US72351","ZCTA5 72351","329","104","210","78","119","69",
"860Z200US72352","ZCTA5 72352","7","9","7","9","0","13",
"860Z200US72353","ZCTA5 72353","30","32","30","32","0","13",
"860Z200US72354","ZCTA5 72354","910","127","609","118","301","89",
"860Z200US72355","ZCTA5 72355","771","143","516","125","255","97",
"860Z200US72358","ZCTA5 72358","377","98","242","78","135","59",
"860Z200US72359","ZCTA5 72359","103","62","75","53","28","38",
"860Z200US72360","ZCTA5 72360","1919","156","1054","152","865","128",
"860Z200US72364","ZCTA5 72364","6022","317","4084","300","1938","250",
"860Z200US72365","ZCTA5 72365","997","120","586","109","411","85",
"860Z200US72366","ZCTA5 72366","655","119","421","102","234","84",
"860Z200US72367","ZCTA5 72367","0","13","0","13","0","13",
"860Z200US72368","ZCTA5 72368","435","103","342","95","93","44",
"860Z200US72369","ZCTA5 72369","0","13","0","13","0","13",
"860Z200US72370","ZCTA5 72370","2825","265","1229","218","1596","266",
"860Z200US72372","ZCTA5 72372","606","107","488","89","118","50",
"860Z200US72373","ZCTA5 72373","401","85","241","72","160","57",
"860Z200US72374","ZCTA5 72374","239","77","167","70","72","50",
"860Z200US72376","ZCTA5 72376","628","98","562","102","66","34",
"860Z200US72377","ZCTA5 72377","33","41","11","16","22","37",
"860Z200US72379","ZCTA5 72379","25","33","25","33","0","13",
"860Z200US72383","ZCTA5 72383","17","17","17","17","0","13",
"860Z200US72384","ZCTA5 72384","221","54","137","40","84","40",
"860Z200US72386","ZCTA5 72386","543","101","398","96","145","49",
"860Z200US72387","ZCTA5 72387","0","13","0","13","0","13",
"860Z200US72389","ZCTA5 72389","164","64","65","32","99","51",
"860Z200US72390","ZCTA5 72390","2596","239","1471","209","1125","179",
"860Z200US72391","ZCTA5 72391","23","24","23","24","0","13",
"860Z200US72392","ZCTA5 72392","148","53","97","41","51","30",
"860Z200US72394","ZCTA5 72394","128","49","105","45","23","21",
"860Z200US72395","ZCTA5 72395","504","104","353","92","151","62",
"860Z200US72396","ZCTA5 72396","4913","240","3313","255","1600","184",
"860Z200US72401","ZCTA5 72401","17070","737","7966","612","9104","679",
"860Z200US72404","ZCTA5 72404","11732","637","7527","616","4205","503",
"860Z200US72405","ZCTA5 72405","6438","585","4609","528","1829","393",
"860Z200US72410","ZCTA5 72410","186","50","122","50","64","37",
"860Z200US72411","ZCTA5 72411","1076","196","611","113","465","149",
"860Z200US72412","ZCTA5 72412","173","85","166","85","7","13",
"860Z200US72413","ZCTA5 72413","215","72","162","66","53","37",
"860Z200US72414","ZCTA5 72414","130","56","92","48","38","39",
"860Z200US72415","ZCTA5 72415","417","95","336","87","81","38",
"860Z200US72416","ZCTA5 72416","2154","277","1660","237","494","134",
"860Z200US72417","ZCTA5 72417","2175","226","1435","246","740","194",
"860Z200US72419","ZCTA5 72419","561","107","417","86","144","52",
"860Z200US72421","ZCTA5 72421","225","61","128","49","97","43",
"860Z200US72422","ZCTA5 72422","1783","171","1289","162","494","141",
"860Z200US72424","ZCTA5 72424","45","22","33","17","12","14",
"860Z200US72425","ZCTA5 72425","165","66","164","65","1","3",
"860Z200US72426","ZCTA5 72426","83","30","62","25","21","14",
"860Z200US72427","ZCTA5 72427","20","12","15","12","5","6",
"860Z200US72428","ZCTA5 72428","45","47","14","11","31","48",
"860Z200US72429","ZCTA5 72429","116","31","92","26","24","26",
"860Z200US72430","ZCTA5 72430","215","62","167","56","48","34",
"860Z200US72431","ZCTA5 72431","141","75","112","70","29","21",
"860Z200US72432","ZCTA5 72432","2401","190","1691","183","710","146",
"860Z200US72433","ZCTA5 72433","1126","151","706","116","420","106",
"860Z200US72434","ZCTA5 72434","850","198","719","205","131","51",
"860Z200US72435","ZCTA5 72435","137","69","127","68","10","16",
"860Z200US72436","ZCTA5 72436","352","97","308","96","44","34",
"860Z200US72437","ZCTA5 72437","1403","169","1026","168","377","119",
"860Z200US72438","ZCTA5 72438","957","147","642","123","315","108",
"860Z200US72440","ZCTA5 72440","86","36","75","34","11","10",
"860Z200US72441","ZCTA5 72441","21","16","21","16","0","13",
"860Z200US72442","ZCTA5 72442","1549","249","1029","231","520","187",
"860Z200US72443","ZCTA5 72443","1108","198","730","168","378","116",
"860Z200US72444","ZCTA5 72444","670","114","555","114","115","54",
"860Z200US72445","ZCTA5 72445","22","13","18","11","4","5",
"860Z200US72447","ZCTA5 72447","752","127","536","110","216","63",
"860Z200US72449","ZCTA5 72449","56","26","44","23","12","12",
"860Z200US72450","ZCTA5 72450","15631","371","9883","577","5748","579",
"860Z200US72453","ZCTA5 72453","110","43","110","43","0","13",
"860Z200US72454","ZCTA5 72454","1916","128","1221","152","695","145",
"860Z200US72455","ZCTA5 72455","5007","355","3522","365","1485","262",
"860Z200US72456","ZCTA5 72456","232","52","200","52","32","24",
"860Z200US72457","ZCTA5 72457","87","33","74","31","13","10",
"860Z200US72458","ZCTA5 72458","221","77","207","77","14","13",
"860Z200US72459","ZCTA5 72459","558","132","419","113","139","61",
"860Z200US72460","ZCTA5 72460","339","132","272","123","67","44",
"860Z200US72461","ZCTA5 72461","1612","178","1182","163","430","105",
"860Z200US72462","ZCTA5 72462","161","56","69","30","92","49",
"860Z200US72464","ZCTA5 72464","5","5","2","4","3","4",
"860Z200US72466","ZCTA5 72466","543","136","444","116","99","82",
"860Z200US72467","ZCTA5 72467","17","28","0","13","17","28",
"860Z200US72469","ZCTA5 72469","486","96","379","84","107","41",
"860Z200US72470","ZCTA5 72470","138","37","113","34","25","17",
"860Z200US72471","ZCTA5 72471","436","86","271","76","165","79",
"860Z200US72472","ZCTA5 72472","3806","212","2202","237","1604","233",
"860Z200US72473","ZCTA5 72473","878","115","644","107","234","72",
"860Z200US72476","ZCTA5 72476","2848","207","1694","179","1154","205",
"860Z200US72478","ZCTA5 72478","68","48","57","50","11","17",
"860Z200US72479","ZCTA5 72479","398","67","313","60","85","33",
"860Z200US72482","ZCTA5 72482","587","124","508","119","79","49",
"860Z200US72501","ZCTA5 72501","9785","462","6167","412","3618","371",
"860Z200US72512","ZCTA5 72512","965","113","741","115","224","80",
"860Z200US72513","ZCTA5 72513","998","208","774","192","224","73",
"860Z200US72515","ZCTA5 72515","0","13","0","13","0","13",
"860Z200US72517","ZCTA5 72517","34","28","34","28","0","13",
"860Z200US72519","ZCTA5 72519","956","179","755","164","201","76",
"860Z200US72520","ZCTA5 72520","217","137","201","136","16","17",
"860Z200US72521","ZCTA5 72521","1850","210","1250","226","600","171",
"860Z200US72522","ZCTA5 72522","86","56","62","50","24","28",
"860Z200US72523","ZCTA5 72523","339","107","330","108","9","12",
"860Z200US72524","ZCTA5 72524","146","134","84","79","62","81",
"860Z200US72526","ZCTA5 72526","52","29","45","28","7","12",
"860Z200US72527","ZCTA5 72527","335","188","292","193","43","43",
"860Z200US72528","ZCTA5 72528","196","93","146","86","50","43",
"860Z200US72529","ZCTA5 72529","2132","233","1813","240","319","143",
"860Z200US72530","ZCTA5 72530","721","172","604","151","117","73",
"860Z200US72531","ZCTA5 72531","288","93","264","91","24","27",
"860Z200US72532","ZCTA5 72532","445","108","405","106","40","26",
"860Z200US72533","ZCTA5 72533","131","55","93","49","38","28",
"860Z200US72534","ZCTA5 72534","664","191","650","192","14","23",
"860Z200US72536","ZCTA5 72536","196","91","181","90","15","21",
"860Z200US72537","ZCTA5 72537","320","147","269","137","51","44",
"860Z200US72538","ZCTA5 72538","274","139","274","139","0","13",
"860Z200US72539","ZCTA5 72539","93","60","93","60","0","13",
"860Z200US72540","ZCTA5 72540","34","31","7","9","27","30",
"860Z200US72542","ZCTA5 72542","1491","196","1267","179","224","73",
"860Z200US72543","ZCTA5 72543","5398","358","3963","322","1435","245",
"860Z200US72544","ZCTA5 72544","469","188","418","182","51","50",
"860Z200US72546","ZCTA5 72546","9","15","9","15","0","13",
"860Z200US72550","ZCTA5 72550","259","80","255","80","4","7",
"860Z200US72553","ZCTA5 72553","33","19","18","17","15","11",
"860Z200US72554","ZCTA5 72554","1045","162","918","153","127","53",
"860Z200US72555","ZCTA5 72555","115","59","91","50","24","27",
"860Z200US72556","ZCTA5 72556","1328","165","835","163","493","154",
"860Z200US72560","ZCTA5 72560","3234","296","2323","249","911","220",
"860Z200US72561","ZCTA5 72561","283","76","250","69","33","24",
"860Z200US72562","ZCTA5 72562","1007","167","651","143","356","104",
"860Z200US72564","ZCTA5 72564","198","97","177","96","21","13",
"860Z200US72565","ZCTA5 72565","379","95","275","75","104","77",
"860Z200US72566","ZCTA5 72566","170","86","157","85","13","15",
"860Z200US72567","ZCTA5 72567","88","41","70","40","18","15",
"860Z200US72568","ZCTA5 72568","611","175","440","164","171","94",
"860Z200US72569","ZCTA5 72569","242","103","242","103","0","13",
"860Z200US72571","ZCTA5 72571","179","102","179","102","0","13",
"860Z200US72572","ZCTA5 72572","136","76","92","49","44","60",
"860Z200US72573","ZCTA5 72573","157","77","157","77","0","13",
"860Z200US72576","ZCTA5 72576","1553","181","1091","178","462","112",
"860Z200US72577","ZCTA5 72577","341","119","204","77","137","95",
"860Z200US72578","ZCTA5 72578","59","67","59","67","0","13",
"860Z200US72579","ZCTA5 72579","600","198","398","200","202","79",
"860Z200US72581","ZCTA5 72581","424","146","393","146","31","36",
"860Z200US72583","ZCTA5 72583","572","133","516","134","56","33",
"860Z200US72584","ZCTA5 72584","112","60","112","60","0","13",
"860Z200US72585","ZCTA5 72585","123","59","123","59","0","13",
"860Z200US72587","ZCTA5 72587","5","9","5","9","0","13",
"860Z200US72601","ZCTA5 72601","12446","491","8423","536","4023","447",
"860Z200US72611","ZCTA5 72611","634","178","528","173","106","42",
"860Z200US72615","ZCTA5 72615","10","10","10","10","0","13",
"860Z200US72616","ZCTA5 72616","4002","363","2969","305","1033","236",
"860Z200US72617","ZCTA5 72617","96","80","93","80","3","5",
"860Z200US72619","ZCTA5 72619","781","124","601","97","180","72",
"860Z200US72623","ZCTA5 72623","208","79","196","77","12","15",
"860Z200US72624","ZCTA5 72624","152","59","152","59","0","13",
"860Z200US72626","ZCTA5 72626","661","152","533","154","128","43",
"860Z200US72628","ZCTA5 72628","368","103","317","93","51","49",
"860Z200US72629","ZCTA5 72629","162","82","152","81","10","16",
"860Z200US72630","ZCTA5 72630","40","18","29","15","11","12",
"860Z200US72631","ZCTA5 72631","2001","271","1655","244","346","147",
"860Z200US72632","ZCTA5 72632","2063","191","1619","179","444","109",
"860Z200US72633","ZCTA5 72633","679","179","648","173","31","38",
"860Z200US72634","ZCTA5 72634","2087","195","1663","182","424","116",
"860Z200US72635","ZCTA5 72635","1446","223","997","162","449","147",
"860Z200US72636","ZCTA5 72636","2","3","2","3","0","13",
"860Z200US72638","ZCTA5 72638","2348","313","1764","295","584","169",
"860Z200US72639","ZCTA5 72639","231","77","191","69","40","40",
"860Z200US72640","ZCTA5 72640","193","83","181","81","12","18",
"860Z200US72641","ZCTA5 72641","888","165","508","103","380","137",
"860Z200US72642","ZCTA5 72642","941","165","758","148","183","115",
"860Z200US72644","ZCTA5 72644","938","210","856","210","82","41",
"860Z200US72645","ZCTA5 72645","584","129","406","108","178","61",
"860Z200US72648","ZCTA5 72648","172","81","157","83","15","21",
"860Z200US72650","ZCTA5 72650","1748","180","1299","167","449","128",
"860Z200US72651","ZCTA5 72651","642","162","445","151","197","96",
"860Z200US72653","ZCTA5 72653","13418","537","9839","513","3579","429",
"860Z200US72655","ZCTA5 72655","154","73","135","69","19","19",
"860Z200US72658","ZCTA5 72658","773","209","597","189","176","89",
"860Z200US72660","ZCTA5 72660","258","120","233","119","25","22",
"860Z200US72661","ZCTA5 72661","393","119","393","119","0","13",
"860Z200US72662","ZCTA5 72662","1146","258","781","181","365","167",
"860Z200US72663","ZCTA5 72663","154","78","154","78","0","13",
"860Z200US72666","ZCTA5 72666","82","45","69","38","13","22",
"860Z200US72668","ZCTA5 72668","205","90","205","90","0","13",
"860Z200US72669","ZCTA5 72669","55","30","52","31","3","5",
"860Z200US72670","ZCTA5 72670","58","41","36","25","22","35",
"860Z200US72672","ZCTA5 72672","107","53","94","51","13","13",
"860Z200US72675","ZCTA5 72675","487","124","391","120","96","64",
"860Z200US72677","ZCTA5 72677","293","109","207","94","86","44",
"860Z200US72679","ZCTA5 72679","60","47","24","29","36","49",
"860Z200US72680","ZCTA5 72680","464","167","344","152","120","96",
"860Z200US72682","ZCTA5 72682","128","62","108","54","20","31",
"860Z200US72683","ZCTA5 72683","161","97","49","33","112","88",
"860Z200US72685","ZCTA5 72685","563","146","452","136","111","51",
"860Z200US72686","ZCTA5 72686","49","44","49","44","0","13",
"860Z200US72687","ZCTA5 72687","2795","236","2335","214","460","115",
"860Z200US72701","ZCTA5 72701","17853","795","7899","623","9954","651",
"860Z200US72703","ZCTA5 72703","16251","855","6377","441","9874","806",
"860Z200US72704","ZCTA5 72704","12898","832","8325","630","4573","551",
"860Z200US72712","ZCTA5 72712","14485","653","8461","500","6024","587",
"860Z200US72713","ZCTA5 72713","10086","633","5171","535","4915","611",
"860Z200US72714","ZCTA5 72714","5430","324","4763","306","667","287",
"860Z200US72715","ZCTA5 72715","7553","495","6672","467","881","170",
"860Z200US72717","ZCTA5 72717","428","191","307","107","121","154",
"860Z200US72718","ZCTA5 72718","1709","138","1595","158","114","92",
"860Z200US72719","ZCTA5 72719","6610","442","4138","450","2472","441",
"860Z200US72721","ZCTA5 72721","349","156","345","156","4","9",
"860Z200US72722","ZCTA5 72722","1072","203","652","150","420","142",
"860Z200US72727","ZCTA5 72727","2490","307","2051","293","439","174",
"860Z200US72729","ZCTA5 72729","69","68","69","68","0","13",
"860Z200US72730","ZCTA5 72730","3924","333","3081","352","843","224",
"860Z200US72732","ZCTA5 72732","2094","232","1848","242","246","83",
"860Z200US72734","ZCTA5 72734","3089","354","2423","365","666","229",
"860Z200US72736","ZCTA5 72736","2410","283","2009","298","401","125",
"860Z200US72738","ZCTA5 72738","781","171","614","145","167","99",
"860Z200US72739","ZCTA5 72739","222","98","162","91","60","54",
"860Z200US72740","ZCTA5 72740","3614","310","2897","325","717","169",
"860Z200US72742","ZCTA5 72742","248","157","248","157","0","13",
"860Z200US72744","ZCTA5 72744","1994","280","1367","233","627","211",
"860Z200US72745","ZCTA5 72745","4926","415","3471","363","1455","329",
"860Z200US72747","ZCTA5 72747","10","16","10","16","0","13",
"860Z200US72749","ZCTA5 72749","51","58","25","41","26","42",
"860Z200US72751","ZCTA5 72751","3414","318","2727","318","687","325",
"860Z200US72752","ZCTA5 72752","131","95","109","88","22","31",
"860Z200US72753","ZCTA5 72753","3832","381","2739","358","1093","225",
"860Z200US72756","ZCTA5 72756","15366","601","9717","490","5649","452",
"860Z200US72758","ZCTA5 72758","16662","707","9945","678","6717","592",
"860Z200US72760","ZCTA5 72760","84","57","79","56","5","8",
"860Z200US72761","ZCTA5 72761","8390","402","5355","461","3035","390",
"860Z200US72762","ZCTA5 72762","16303","688","11509","669","4794","535",
"860Z200US72764","ZCTA5 72764","19436","851","9073","646","10363","753",
"860Z200US72768","ZCTA5 72768","492","132","333","125","159","74",
"860Z200US72769","ZCTA5 72769","369","133","270","123","99","77",
"860Z200US72773","ZCTA5 72773","555","192","446","175","109","98",
"860Z200US72774","ZCTA5 72774","2582","313","2088","258","494","168",
"860Z200US72776","ZCTA5 72776","252","117","164","84","88","89",
"860Z200US72801","ZCTA5 72801","6579","429","3145","355","3434","361",
"860Z200US72802","ZCTA5 72802","8943","580","6994","552","1949","336",
"860Z200US72821","ZCTA5 72821","742","138","520","133","222","88",
"860Z200US72823","ZCTA5 72823","2330","238","1737","259","593","149",
"860Z200US72824","ZCTA5 72824","765","165","456","115","309","126",
"860Z200US72826","ZCTA5 72826","2","2","2","2","0","13",
"860Z200US72827","ZCTA5 72827","63","53","21","16","42","50",
"860Z200US72828","ZCTA5 72828","58","63","0","13","58","63",
"860Z200US72829","ZCTA5 72829","0","13","0","13","0","13",
"860Z200US72830","ZCTA5 72830","6052","316","3876","351","2176","291",
"860Z200US72832","ZCTA5 72832","281","74","170","62","111","47",
"860Z200US72833","ZCTA5 72833","1152","203","670","136","482","176",
"860Z200US72834","ZCTA5 72834","4053","303","2862","326","1191","251",
"860Z200US72835","ZCTA5 72835","335","103","327","105","8","13",
"860Z200US72837","ZCTA5 72837","3469","444","2883","413","586","211",
"860Z200US72838","ZCTA5 72838","92","54","92","54","0","13",
"860Z200US72839","ZCTA5 72839","181","92","129","70","52","54",
"860Z200US72840","ZCTA5 72840","849","163","652","148","197","83",
"860Z200US72841","ZCTA5 72841","90","53","54","42","36","37",
"860Z200US72842","ZCTA5 72842","356","95","280","75","76","51",
"860Z200US72843","ZCTA5 72843","798","185","709","177","89","60",
"860Z200US72845","ZCTA5 72845","401","120","378","119","23","12",
"860Z200US72846","ZCTA5 72846","1624","213","1364","215","260","80",
"860Z200US72847","ZCTA5 72847","1161","205","1030","200","131","72",
"860Z200US72851","ZCTA5 72851","258","105","252","105","6","11",
"860Z200US72852","ZCTA5 72852","64","48","55","46","9","14",
"860Z200US72853","ZCTA5 72853","1024","208","751","190","273","87",
"860Z200US72854","ZCTA5 72854","279","103","251","102","28","40",
"860Z200US72855","ZCTA5 72855","2565","188","1982","200","583","138",
"860Z200US72856","ZCTA5 72856","189","77","153","74","36","37",
"860Z200US72857","ZCTA5 72857","560","147","379","129","181","72",
"860Z200US72858","ZCTA5 72858","1099","140","952","118","147","68",
